Año Censal,Entidad,Municipio,Actividad Económica,A131A Valor agregado censal bruto (millones de pesos),H001D Horas trabajadas por Personal ocupado total (miles de Horas),Q000A Acervo total de activos fijos (millones de pesos)
2014,15 México,071 Polotitlán,46 Comercio al por menor,28.168,822.84,14.079
2014,15 México,071 Polotitlán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.282,4.824,0.71
2014,15 México,071 Polotitlán,54 Servicios profesionales científicos y técnicos,0.686,14.744,0.248
2014,15 México,071 Polotitlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.264,27.096,0.456
2014,15 México,071 Polotitlán,62 Servicios de salud y de asistencia social,2.287,47.28,1.308
2014,15 México,071 Polotitlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.282,10.056,0.189
2014,15 México,071 Polotitlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.422,203.354,3.535
2014,15 México,071 Polotitlán,81 Otros servicios excepto actividades gubernamentales,3.39,168.1,5.75
2014,15 México,072 Rayón,31 - 33 industrias manufactureras,173.726,2279.532,107.429
2014,15 México,072 Rayón,43 Comercio al por mayor,0.582,26.94,0.398
2014,15 México,072 Rayón,46 Comercio al por menor,15.465,744.904,10.637
2014,15 México,072 Rayón,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.173,17.386,4.422
2014,15 México,072 Rayón,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.409,43.12,0.647
2014,15 México,072 Rayón,62 Servicios de salud y de asistencia social,0.167,7.782,0.291
2014,15 México,072 Rayón,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.626,24.648,0.216
2014,15 México,072 Rayón,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.231,99.318,1.399
2014,15 México,072 Rayón,81 Otros servicios excepto actividades gubernamentales,1.146,75.296,0.97
2014,15 México,073 San Antonio la Isla,31 - 33 industrias manufactureras,2206.014,2938.926,524.7
2014,15 México,073 San Antonio la Isla,43 Comercio al por mayor,197.853,1644.928,28.258
2014,15 México,073 San Antonio la Isla,46 Comercio al por menor,49.92,2065.888,36.31
2014,15 México,073 San Antonio la Isla,51 Información en medios masivos,1.259,13.856,0.945
2014,15 México,073 San Antonio la Isla,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.086,39.464,2.521
2014,15 México,073 San Antonio la Isla,54 Servicios profesionales científicos y técnicos,0.06,13.956,0.077
2014,15 México,073 San Antonio la Isla,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.043,83.318,1.521
2014,15 México,073 San Antonio la Isla,62 Servicios de salud y de asistencia social,1.454,76.892,3.406
2014,15 México,073 San Antonio la Isla,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.383,16.346,3.954
2014,15 México,073 San Antonio la Isla,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.522,245.584,1.694
2014,15 México,073 San Antonio la Isla,81 Otros servicios excepto actividades gubernamentales,4.378,289.22,5.099
2014,15 México,074 San Felipe del Progreso,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.038,0,0.083
2014,15 México,074 San Felipe del Progreso,23 Construcción,4.335,69.56,2.948
2014,15 México,074 San Felipe del Progreso,31 - 33 industrias manufactureras,18.959,1000.554,14.394
2014,15 México,074 San Felipe del Progreso,43 Comercio al por mayor,10.689,467.596,21.778
2014,15 México,074 San Felipe del Progreso,46 Comercio al por menor,82.463,6369.176,89.668
2014,15 México,074 San Felipe del Progreso,52 Servicios financieros y de seguros,3.348,77.232,0.501
2014,15 México,074 San Felipe del Progreso,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.955,35.828,4.691
2014,15 México,074 San Felipe del Progreso,54 Servicios profesionales científicos y técnicos,1.073,77.604,0.555
2014,15 México,074 San Felipe del Progreso,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,6.643,361.684,8.632
2014,15 México,074 San Felipe del Progreso,61 Servicios educativos,3.674,103.492,19.34
2014,15 México,074 San Felipe del Progreso,62 Servicios de salud y de asistencia social,2.772,250.228,30.901
2014,15 México,074 San Felipe del Progreso,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.151,73.934,4.059
2014,15 México,074 San Felipe del Progreso,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11.781,661.706,11.322
2014,15 México,074 San Felipe del Progreso,81 Otros servicios excepto actividades gubernamentales,6.978,691.456,12.375
2014,15 México,075 San Martín de las Pirámides,31 - 33 industrias manufactureras,131.136,1867.148,48.871
2014,15 México,075 San Martín de las Pirámides,43 Comercio al por mayor,1.973,37.718,1.497
2014,15 México,075 San Martín de las Pirámides,46 Comercio al por menor,36.501,1706.966,38.411
2014,15 México,075 San Martín de las Pirámides,52 Servicios financieros y de seguros,9.637,92.064,5.815
2014,15 México,075 San Martín de las Pirámides,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.386,32.606,11.685
2014,15 México,075 San Martín de las Pirámides,54 Servicios profesionales científicos y técnicos,1.399,104.236,3.005
2014,15 México,075 San Martín de las Pirámides,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.154,82.948,1.881
2014,15 México,075 San Martín de las Pirámides,61 Servicios educativos,0.336,21.304,0.3
2014,15 México,075 San Martín de las Pirámides,62 Servicios de salud y de asistencia social,1.542,175.788,8.974
2014,15 México,075 San Martín de las Pirámides,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.8,50.164,8.373
2014,15 México,075 San Martín de las Pirámides,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,9.707,422.668,31.594
2014,15 México,075 San Martín de las Pirámides,81 Otros servicios excepto actividades gubernamentales,5.922,450.542,19.448
2014,15 México,076 San Mateo Atenco,23 Construcción,3.764,172.768,4.094
2014,15 México,076 San Mateo Atenco,31 - 33 industrias manufactureras,141.546,3730.06,128.309
2014,15 México,076 San Mateo Atenco,43 Comercio al por mayor,141.372,1710.406,69.555
2014,15 México,076 San Mateo Atenco,46 Comercio al por menor,300.016,11784.08,355.54
2014,15 México,076 San Mateo Atenco,52 Servicios financieros y de seguros,9.141,236.628,1.167
2014,15 México,076 San Mateo Atenco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,8.737,168.852,22.149
2014,15 México,076 San Mateo Atenco,54 Servicios profesionales científicos y técnicos,8.141,223.078,5.184
2014,15 México,076 San Mateo Atenco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,4.045,350.144,6.129
2014,15 México,076 San Mateo Atenco,61 Servicios educativos,14.697,482.604,6.925
2014,15 México,076 San Mateo Atenco,62 Servicios de salud y de asistencia social,11.867,517.366,11.868
2014,15 México,076 San Mateo Atenco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,2.757,151.73,3.255
2014,15 México,076 San Mateo Atenco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,34.922,1540.886,28.914
2014,15 México,076 San Mateo Atenco,81 Otros servicios excepto actividades gubernamentales,38.656,1951.36,49.679
2014,15 México,077 San Simón de Guerrero,31 - 33 industrias manufactureras,1.012,46.592,0.905
2014,15 México,077 San Simón de Guerrero,46 Comercio al por menor,0.847,151.226,13.67
2014,15 México,077 San Simón de Guerrero,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,0.188,15.986,2.048
2014,15 México,077 San Simón de Guerrero,81 Otros servicios excepto actividades gubernamentales,0.144,22.996,0.086
2014,15 México,078 Santo Tomás,31 - 33 industrias manufactureras,1.131,50.804,0.757
2014,15 México,078 Santo Tomás,46 Comercio al por menor,6.12,307.54,1.188
2014,15 México,078 Santo Tomás,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.12,72.836,0.948
2014,15 México,078 Santo Tomás,81 Otros servicios excepto actividades gubernamentales,0.461,15.888,0.294
2014,15 México,079 Soyaniquilpan de Juárez,31 - 33 industrias manufactureras,53.802,1269.32,13.16
2014,15 México,079 Soyaniquilpan de Juárez,43 Comercio al por mayor,0.938,87.828,2.623
2014,15 México,079 Soyaniquilpan de Juárez,46 Comercio al por menor,8.098,435.178,7.58
2014,15 México,079 Soyaniquilpan de Juárez,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.15,21.216,0.153
2014,15 México,079 Soyaniquilpan de Juárez,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.204,19.204,0.202
2014,15 México,079 Soyaniquilpan de Juárez,62 Servicios de salud y de asistencia social,0.296,8.496,0.497
2014,15 México,079 Soyaniquilpan de Juárez,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.031,188.516,3.153
2014,15 México,079 Soyaniquilpan de Juárez,81 Otros servicios excepto actividades gubernamentales,1.58,130.906,1.826
2014,15 México,080 Sultepec,31 - 33 industrias manufactureras,1.779,100.78,1.665
2014,15 México,080 Sultepec,43 Comercio al por mayor,1.397,71.304,5.881
2014,15 México,080 Sultepec,46 Comercio al por menor,7.228,565.562,4.409
2014,15 México,080 Sultepec,54 Servicios profesionales científicos y técnicos,2.044,19.5,0.099
2014,15 México,080 Sultepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.316,28.236,0.962
2014,15 México,080 Sultepec,62 Servicios de salud y de asistencia social,0.143,2.328,0.059
2014,15 México,080 Sultepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.676,164.66,4.2
2014,15 México,080 Sultepec,81 Otros servicios excepto actividades gubernamentales,0.603,83.884,0.821
2014,15 México,081 Tecámac,23 Construcción,16.898,382.344,105.608
2014,15 México,081 Tecámac,31 - 33 industrias manufactureras,874.581,13272.798,1927.239
2014,15 México,081 Tecámac,43 Comercio al por mayor,-44.641,3026.552,181.34
2014,15 México,081 Tecámac,46 Comercio al por menor,1679.522,40349.48,1436.025
2014,15 México,081 Tecámac,48 - 49 transportes correos y almacenamiento,79.925,2888.808,433.733
2014,15 México,081 Tecámac,51 Información en medios masivos,235.275,451.606,43.428
2014,15 México,081 Tecámac,52 Servicios financieros y de seguros,11.094,349.08,2.203
2014,15 México,081 Tecámac,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,180.702,1598.162,139.238
2014,15 México,081 Tecámac,54 Servicios profesionales científicos y técnicos,29.099,1109.916,22.096
2014,15 México,081 Tecámac,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,74.748,2854.84,22.432
2014,15 México,081 Tecámac,61 Servicios educativos,99.074,3893.292,103.878
2014,15 México,081 Tecámac,62 Servicios de salud y de asistencia social,48.237,2100.706,60.538
2014,15 México,081 Tecámac,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,18.427,850.254,44.241
2014,15 México,081 Tecámac,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,195.425,7565.178,132.277
2014,15 México,081 Tecámac,81 Otros servicios excepto actividades gubernamentales,131.35,7121.66,136.236
2014,15 México,082 Tejupilco,23 Construcción,3.194,43.58,4.087
2014,15 México,082 Tejupilco,31 - 33 industrias manufactureras,30.189,1264.576,23.717
2014,15 México,082 Tejupilco,43 Comercio al por mayor,256.188,976.952,51.476
2014,15 México,082 Tejupilco,46 Comercio al por menor,146.692,5822.302,172.388
2014,15 México,082 Tejupilco,48 - 49 transportes correos y almacenamiento,12,343.8,18.162
2014,15 México,082 Tejupilco,51 Información en medios masivos,1.354,56.904,2.655
2014,15 México,082 Tejupilco,52 Servicios financieros y de seguros,9.447,133.552,1.176
2014,15 México,082 Tejupilco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,7.3,183.92,8.75
2014,15 México,082 Tejupilco,54 Servicios profesionales científicos y técnicos,5.213,158.052,4.476
2014,15 México,082 Tejupilco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,12.74,627.958,6.888
2014,15 México,082 Tejupilco,61 Servicios educativos,12.687,354.488,11.974
2014,15 México,082 Tejupilco,62 Servicios de salud y de asistencia social,7.804,500.912,22.084
2014,15 México,082 Tejupilco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,4.006,263.402,2.818
2014,15 México,082 Tejupilco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,35.37,1879.714,63.368
2014,15 México,082 Tejupilco,81 Otros servicios excepto actividades gubernamentales,17.526,1362.624,29.255
2014,15 México,083 Temamatla,31 - 33 industrias manufactureras,12.911,355.464,3.134
2014,15 México,083 Temamatla,43 Comercio al por mayor,1.007,65.084,0.458
2014,15 México,083 Temamatla,46 Comercio al por menor,10.824,682.406,6.626
2014,15 México,083 Temamatla,54 Servicios profesionales científicos y técnicos,0.176,10.944,0.138
2014,15 México,083 Temamatla,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.746,42.436,0.844
2014,15 México,083 Temamatla,62 Servicios de salud y de asistencia social,0.707,25.056,1.778
2014,15 México,083 Temamatla,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.346,14.64,0.463
2014,15 México,083 Temamatla,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.112,180.534,1.812
2014,15 México,083 Temamatla,81 Otros servicios excepto actividades gubernamentales,1.641,130.594,1.506
2014,15 México,084 Temascalapa,31 - 33 industrias manufactureras,30.878,786.272,27.122
2014,15 México,084 Temascalapa,43 Comercio al por mayor,7.326,195.076,7.114
2014,15 México,084 Temascalapa,46 Comercio al por menor,43.02,2856.78,59.931
2014,15 México,084 Temascalapa,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.471,22.636,3.66
2014,15 México,084 Temascalapa,54 Servicios profesionales científicos y técnicos,0.868,42.568,1.019
2014,15 México,084 Temascalapa,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.542,142.728,5.456
2014,15 México,084 Temascalapa,61 Servicios educativos,0.7,47.754,3.456
2014,15 México,084 Temascalapa,62 Servicios de salud y de asistencia social,1.322,172.666,1.681
2014,15 México,084 Temascalapa,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.06,60.774,1.926
2014,15 México,084 Temascalapa,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.251,299.986,5.118
2014,15 México,084 Temascalapa,81 Otros servicios excepto actividades gubernamentales,6.987,464.226,10.672
2014,15 México,085 Temascalcingo,31 - 33 industrias manufactureras,215.258,4502.226,48.999
2014,15 México,085 Temascalcingo,43 Comercio al por mayor,64.431,573.636,41.837
2014,15 México,085 Temascalcingo,46 Comercio al por menor,38.647,2889.222,58.748
2014,15 México,085 Temascalcingo,52 Servicios financieros y de seguros,0.2,32.64,0.34
2014,15 México,085 Temascalcingo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.351,38.382,0.934
2014,15 México,085 Temascalcingo,54 Servicios profesionales científicos y técnicos,0.663,42.984,1.198
2014,15 México,085 Temascalcingo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.814,213.084,5.166
2014,15 México,085 Temascalcingo,61 Servicios educativos,7.741,170.048,2.268
2014,15 México,085 Temascalcingo,62 Servicios de salud y de asistencia social,5.274,313.096,8.938
2014,15 México,085 Temascalcingo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.44,50.46,1.52
2014,15 México,085 Temascalcingo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6.778,458.306,38.222
2014,15 México,085 Temascalcingo,81 Otros servicios excepto actividades gubernamentales,4.792,495.49,9.502
2014,15 México,086 Temascaltepec,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),3.758,0,11.736
2014,15 México,086 Temascaltepec,21 Minería,225.536,717,264.11
2014,15 México,086 Temascaltepec,31 - 33 industrias manufactureras,2.667,112.24,2.663
2014,15 México,086 Temascaltepec,43 Comercio al por mayor,4.884,68.496,1.487
2014,15 México,086 Temascaltepec,46 Comercio al por menor,6.448,524.808,54.917
2014,15 México,086 Temascaltepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.084,28.72,0.153
2014,15 México,086 Temascaltepec,54 Servicios profesionales científicos y técnicos,1.591,8.848,0.046
2014,15 México,086 Temascaltepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.215,18.1,0.322
2014,15 México,086 Temascaltepec,62 Servicios de salud y de asistencia social,1.919,27.076,3.955
2014,15 México,086 Temascaltepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.212,17.02,0.115
2014,15 México,086 Temascaltepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7.005,205.708,4.449
2014,15 México,086 Temascaltepec,81 Otros servicios excepto actividades gubernamentales,0.681,77.3,1.947
2014,15 México,087 Temoaya,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.999,0,8.828
2014,15 México,087 Temoaya,31 - 33 industrias manufactureras,27.709,1123.414,10.857
2014,15 México,087 Temoaya,43 Comercio al por mayor,4.821,188.734,3.531
2014,15 México,087 Temoaya,46 Comercio al por menor,83.023,4506.586,56.024
2014,15 México,087 Temoaya,52 Servicios financieros y de seguros,6.102,122.096,1.647
2014,15 México,087 Temoaya,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,38.418,1315.082,2.711
2014,15 México,087 Temoaya,54 Servicios profesionales científicos y técnicos,1.503,76.468,1.077
2014,15 México,087 Temoaya,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,4.832,279.094,5.634
2014,15 México,087 Temoaya,61 Servicios educativos,0.555,70.524,2.619
2014,15 México,087 Temoaya,62 Servicios de salud y de asistencia social,8.561,377.008,22.871
2014,15 México,087 Temoaya,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.807,93.166,5.99
2014,15 México,087 Temoaya,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7.238,583.452,14.806
2014,15 México,087 Temoaya,81 Otros servicios excepto actividades gubernamentales,10.825,759.442,8.683
2014,15 México,088 Tenancingo,31 - 33 industrias manufactureras,54.216,2558.56,51.323
2014,15 México,088 Tenancingo,43 Comercio al por mayor,157.076,1636.02,59.234
2014,15 México,088 Tenancingo,46 Comercio al por menor,229.734,8565.648,226.161
2014,15 México,088 Tenancingo,48 - 49 transportes correos y almacenamiento,1.399,64.096,7.68
2014,15 México,088 Tenancingo,51 Información en medios masivos,4.41,76.032,0.974
2014,15 México,088 Tenancingo,52 Servicios financieros y de seguros,22.758,351.168,1.375
2014,15 México,088 Tenancingo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,4.05,163.602,15.578
2014,15 México,088 Tenancingo,54 Servicios profesionales científicos y técnicos,10.059,326.906,7.262
2014,15 México,088 Tenancingo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,9.376,492.124,7.414
2014,15 México,088 Tenancingo,61 Servicios educativos,28.022,859.544,33.363
2014,15 México,088 Tenancingo,62 Servicios de salud y de asistencia social,16.235,851.158,48.064
2014,15 México,088 Tenancingo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,5.192,196.426,12.183
2014,15 México,088 Tenancingo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,51.467,2244.41,79.864
2014,15 México,088 Tenancingo,81 Otros servicios excepto actividades gubernamentales,26.085,1529.75,52.35
2014,15 México,089 Tenango del Aire,31 - 33 industrias manufactureras,11.243,327.458,3.139
2014,15 México,089 Tenango del Aire,43 Comercio al por mayor,2.886,47.114,0.369
2014,15 México,089 Tenango del Aire,46 Comercio al por menor,13.812,864.652,7.165
2014,15 México,089 Tenango del Aire,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.184,3.68,0.205
2014,15 México,089 Tenango del Aire,54 Servicios profesionales científicos y técnicos,1.735,15.312,0.096
2014,15 México,089 Tenango del Aire,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.353,54.466,0.429
2014,15 México,089 Tenango del Aire,62 Servicios de salud y de asistencia social,0.125,38.392,0.356
2014,15 México,089 Tenango del Aire,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.189,10.872,1.68
2014,15 México,089 Tenango del Aire,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.908,159.236,4.525
2014,15 México,089 Tenango del Aire,81 Otros servicios excepto actividades gubernamentales,0.764,92.572,1.344
2014,15 México,090 Tenango del Valle,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.279,0,5.637
2014,15 México,090 Tenango del Valle,31 - 33 industrias manufactureras,222.553,3427.02,340.64
2014,15 México,090 Tenango del Valle,43 Comercio al por mayor,244.497,2489.142,57.884
2014,15 México,090 Tenango del Valle,46 Comercio al por menor,135.803,6877.998,174.525
2014,15 México,090 Tenango del Valle,48 - 49 transportes correos y almacenamiento,3.596,269.68,17.097
2014,15 México,090 Tenango del Valle,51 Información en medios masivos,0.056,4.344,0.012
2014,15 México,090 Tenango del Valle,52 Servicios financieros y de seguros,4.841,101.88,0.527
2014,15 México,090 Tenango del Valle,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.986,137.102,15.077
2014,15 México,090 Tenango del Valle,54 Servicios profesionales científicos y técnicos,4.464,190.216,3.404
2014,15 México,090 Tenango del Valle,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,31.751,401.232,26.079
2014,15 México,090 Tenango del Valle,61 Servicios educativos,11.748,354.634,8.2
2014,15 México,090 Tenango del Valle,62 Servicios de salud y de asistencia social,5.672,342.494,9.578
2014,15 México,090 Tenango del Valle,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,2.547,161.3,5.646
2014,15 México,090 Tenango del Valle,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,27.162,1224.602,32.481
2014,15 México,090 Tenango del Valle,81 Otros servicios excepto actividades gubernamentales,26.249,1460.186,35.353
2014,15 México,091 Teoloyucan,31 - 33 industrias manufactureras,92.569,3591.174,136.405
2014,15 México,091 Teoloyucan,43 Comercio al por mayor,14.194,361.98,13.434
2014,15 México,091 Teoloyucan,46 Comercio al por menor,209.463,6574.336,189.05
2014,15 México,091 Teoloyucan,48 - 49 transportes correos y almacenamiento,16.374,274,93.03
2014,15 México,091 Teoloyucan,52 Servicios financieros y de seguros,6.374,95.598,0.846
2014,15 México,091 Teoloyucan,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2.144,68.596,5.66
2014,15 México,091 Teoloyucan,54 Servicios profesionales científicos y técnicos,3.569,185.918,3.692
2014,15 México,091 Teoloyucan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,2.97,263.984,5.998
2014,15 México,091 Teoloyucan,61 Servicios educativos,11.736,400.03,10.927
2014,15 México,091 Teoloyucan,62 Servicios de salud y de asistencia social,7.927,506.9,12.927
2014,15 México,091 Teoloyucan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,2.006,102.832,4.767
2014,15 México,091 Teoloyucan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,15.823,965.524,64.407
2014,15 México,091 Teoloyucan,81 Otros servicios excepto actividades gubernamentales,20.461,1297.156,28.353
2014,15 México,092 Teotihuacán,23 Construcción,2.169,60.448,1.403
2014,15 México,092 Teotihuacán,31 - 33 industrias manufactureras,700.448,2971.082,498.975
2014,15 México,092 Teotihuacán,43 Comercio al por mayor,122.284,800.478,24.538
2014,15 México,092 Teotihuacán,46 Comercio al por menor,191.002,5420.582,188.5
2014,15 México,092 Teotihuacán,52 Servicios financieros y de seguros,8.394,153.36,0.667
2014,15 México,092 Teotihuacán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6.835,77.004,3.633
2014,15 México,092 Teotihuacán,54 Servicios profesionales científicos y técnicos,4.488,238.93,5.93
2014,15 México,092 Teotihuacán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,4.695,289.714,6.39
2014,15 México,092 Teotihuacán,61 Servicios educativos,11.316,554.52,33.191
2014,15 México,092 Teotihuacán,62 Servicios de salud y de asistencia social,5.667,302.346,13.717
2014,15 México,092 Teotihuacán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,74.472,720.32,57.067
2014,15 México,092 Teotihuacán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,27.343,1619.136,74.965
2014,15 México,092 Teotihuacán,81 Otros servicios excepto actividades gubernamentales,14.147,1213.882,34.13
2014,15 México,093 Tepetlaoxtoc,31 - 33 industrias manufactureras,52.131,731.88,344.733
2014,15 México,093 Tepetlaoxtoc,43 Comercio al por mayor,3.981,68.78,16.027
2014,15 México,093 Tepetlaoxtoc,46 Comercio al por menor,27.132,1316.646,20.817
2014,15 México,093 Tepetlaoxtoc,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.602,34.008,2.261
2014,15 México,093 Tepetlaoxtoc,54 Servicios profesionales científicos y técnicos,0.065,5.322,0.347
2014,15 México,093 Tepetlaoxtoc,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.79,71.17,2.035
2014,15 México,093 Tepetlaoxtoc,61 Servicios educativos,0.874,43.068,2.3
2014,15 México,093 Tepetlaoxtoc,62 Servicios de salud y de asistencia social,2.021,83.326,2.408
2014,15 México,093 Tepetlaoxtoc,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.047,10.788,0.265
2014,15 México,093 Tepetlaoxtoc,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.562,117.164,1.23
2014,15 México,093 Tepetlaoxtoc,81 Otros servicios excepto actividades gubernamentales,4.932,196.762,2.25
2014,15 México,094 Tepetlixpa,31 - 33 industrias manufactureras,42.246,680.088,56.469
2014,15 México,094 Tepetlixpa,43 Comercio al por mayor,7.003,129.8,3.089
2014,15 México,094 Tepetlixpa,46 Comercio al por menor,31.101,1547.806,24.696
2014,15 México,094 Tepetlixpa,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.308,16.416,0.75
2014,15 México,094 Tepetlixpa,54 Servicios profesionales científicos y técnicos,0.083,15.408,0.174
2014,15 México,094 Tepetlixpa,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.656,50.516,4.786
2014,15 México,094 Tepetlixpa,62 Servicios de salud y de asistencia social,1.427,126.72,3.534
2014,15 México,094 Tepetlixpa,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.528,26.322,8.103
2014,15 México,094 Tepetlixpa,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7.225,556.658,8.43
2014,15 México,094 Tepetlixpa,81 Otros servicios excepto actividades gubernamentales,3.648,292.216,4.922
2014,15 México,095 Tepotzotlán,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,38.696,186,44.747
2014,15 México,095 Tepotzotlán,23 Construcción,9.641,182.224,16.818
2014,15 México,095 Tepotzotlán,31 - 33 industrias manufactureras,2809.149,26727.968,5897.417
2014,15 México,095 Tepotzotlán,43 Comercio al por mayor,352.026,2940.464,238.41
2014,15 México,095 Tepotzotlán,46 Comercio al por menor,543.858,8343.79,359.833
2014,15 México,095 Tepotzotlán,48 - 49 transportes correos y almacenamiento,89.007,4595.336,106.967
2014,15 México,095 Tepotzotlán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,39.023,304.832,87.067
2014,15 México,095 Tepotzotlán,54 Servicios profesionales científicos y técnicos,35.981,634.16,67.014
